economy,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
PER,Peru,72.4964981079102,72.1131134033203,74.3826904296875,74.3809661865234,75.6923599243164,77.1736450195313,80.1572723388672,81.9881286621094,84.6783447265625,86.42431640625,88.1230621337891,89.7074890136719,91.0995101928711,92.135368347168,92.9199905395508,93.852180480957,94.1999969482422,94.8000030517578,95.1999969482422
PRY,Paraguay,89.421142578125,91.0420684814453,91.6664428710938,92.5583953857422,93.2498779296875,94.6868896484375,96.7490463256836,96.4527740478516,96.6778945922852,96.8913345336914,97.4308624267578,98.2365570068359,97.8356170654297,99.0158843994141,99.0007171630859,99.3315353393555,98.4000015258789,99.3000030517578,99.5999984741211
PNG,Papua New Guinea,7.57701396942139,9.88218402862549,12.1797695159912,14.4721202850342,16.7615833282471,19.0505123138428,12.3999996185303,23.6366329193115,25.9391860961914,17.2000007629395,19.5,32.9173202514648,35.2758865356445,37.6542854309082,40.0504913330078,42.8782196044922,49.4000015258789,54.4000015258789,55.7273864746094
PAN,Panama,81.4014129638672,81.4562530517578,82.2009201049805,87.8000030517578,83.6769027709961,84.4129104614258,85.1507949829102,85.893196105957,86.6428375244141,87.4024124145508,86.8499984741211,88.9622192382813,89.7678680419922,89.0999984741211,91.436637878418,92.2947692871094,93.1647720336914,93.6999969482422,94.9285202026367
PLW,Palau,98.1689987182617,98.2285537719727,98.280517578125,98.3272476196289,98.37109375,98.91650390625,98.459587097168,98.5092926025391,98.5662231445313,98.6330947875977,98.7126159667969,98.807502746582,97.6304244995117,99.0532302856445,99.810302734375,99.3692398071289,100.0,100.0,100.0
PAK,Pakistan,70.3106002807617,70.3615341186523,70.4048767089844,70.4429931640625,70.4782180786133,70.5129013061523,70.5494689941406,70.5905456542969,70.6388626098633,70.6971130371094,70.7680206298828,70.8542785644531,70.958610534668,71.0827713012695,71.224739074707,71.3815460205078,71.5502243041992,70.7900009155273,72.7831039428711
OMN,Oman,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NOR,Norway,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MNP,Northern Mariana Islands,100.0,100.0,99.9876327514648,99.9618988037109,99.9228057861328,99.8775787353516,99.8331909179688,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MKD,North Macedonia,100.0,100.0,100.0,100.0,99.4199981689453,100.0,99.0,100.0,99.1999969482422,99.1999969482422,100.0,99.7261657714844,100.0,100.0,100.0,100.0,100.0,100.0,99.8000030517578
NGA,Nigeria,43.1214599609375,43.880672454834,44.6323013305664,52.2000007629395,46.122200012207,46.8651695251465,47.6100158691406,50.1309204101563,50.2999992370605,49.8825073242188,48.0,55.9000015258789,53.2312431335449,55.5999984741211,54.0482292175293,52.5,59.2999992370605,54.4000015258789,56.5
NER,Niger,6.48148155212402,8.36194133758545,8.85894775390625,9.3507194519043,9.8396053314209,7.09999990463257,9.30000019073486,11.3129186630249,11.8148918151855,12.3268060684204,13.2774925231934,14.3000001907349,14.3999996185303,15.1700057983398,15.7705421447754,16.6000003814697,17.271520614624,18.0495262145996,17.6000003814697
NIC,Nicaragua,72.7815704345703,72.2215805053711,73.8582916259766,74.3876266479492,74.9140777587891,73.8218154907227,75.9677734375,76.5000762939453,77.0396118164063,77.9163131713867,78.1512145996094,78.7286987304688,79.63916015625,80.8234405517578,81.8530731201172,83.2493286132813,84.6401138305664,85.9898376464844,87.1166763305664
NZL,New Zealand,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCL,New Caledonia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NLD,Netherlands,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NPL,Nepal,29.0462665557861,24.6000003814697,35.8874092102051,39.2989501953125,37.2000007629395,46.1157302856445,51.2000007629395,52.9402351379395,56.3619804382324,59.7936668395996,68.5999984741211,67.2600021362305,74.9659729003906,77.466194152832,84.9000015258789,82.5239562988281,90.6999969482422,87.8963470458984,93.9199981689453
NRU,Nauru,99.4370880126953,99.4156341552734,99.386589050293,99.3523178100586,99.3151550292969,99.2774505615234,99.2416305541992,99.8000030517578,99.1862487792969,99.1721115112305,99.1706314086914,99.0,99.2164459228516,99.2682113647461,99.3377914428711,99.0,99.7128829956055,99.8700408935547,99.92822265625
NAM,Namibia,36.5,35.9668617248535,36.9254760742188,37.8788528442383,38.8293418884277,39.779296875,40.7311248779297,43.7000007629395,42.651050567627,44.0999984741211,44.6107368469238,42.2999992370605,46.6318588256836,47.4000015258789,48.728515625,51.5999984741211,49.7000007629395,52.5,54.0028953552246
MMR,Myanmar,41.8337898254395,42.9418983459473,47.0,45.1377143859863,46.2301177978516,47.3219833374023,48.4157218933105,49.5139846801758,50.6194763183594,51.7349090576172,48.7999992370605,54.0064277648926,55.1679344177246,56.3492736816406,52.0,60.5,55.5999984741211,69.8148345947266,66.2272796630859
MOZ,Mozambique,6.09631109237671,5.69999980926514,8.44392108917236,8.10000038146973,10.7705898284912,11.9319448471069,13.0951719284058,12.3999996185303,13.5712242126465,15.0,18.8027362823486,20.2000007629395,21.2326068878174,22.4201278686523,24.7999992370605,24.0,26.2465209960938,24.2999992370605,31.1000003814697
MAR,Morocco,69.5673828125,71.347900390625,73.1208343505859,74.8885269165039,78.1999969482422,78.4176177978516,96.5,81.9544296264648,83.7323303222656,85.5201644897461,92.6713790893555,93.4464340209961,94.2105178833008,97.1999969482422,91.5999984741211,97.3000030517578,97.8000030517578,100.0,98.0999984741211
MNE,Montenegro,100.0,100.0,100.0,100.0,100.0,99.8302230834961,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.6999969482422,97.6999969482422,100.0,100.0,100.0,100.0
MNG,Mongolia,67.3000030517578,71.0765762329102,72.2844696044922,76.3000030517578,74.6868896484375,86.1999969482422,77.0872192382813,78.2928466796875,79.5056991577148,80.7285003662109,78.502082824707,72.0570755004883,84.4836120605469,81.1999969482422,87.0788269042969,88.4001770019531,89.8384094238281,92.512565612793,98.0999984741211
MCO,Monaco,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MDA,Moldova,100.0,100.0,99.0,100.0,99.0999984741211,98.5999984741211,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9800033569336,99.9899978637695
FSM,"Micronesia, Fed. Sts.",46.0,48.3374671936035,50.1000328063965,51.857364654541,53.6118087768555,55.3657188415527,57.1214981079102,58.8818016052246,60.6493339538574,62.4268074035645,64.5315170288086,66.5939865112305,68.4323654174805,70.2488174438477,72.0532455444336,73.9390563964844,75.9620132446289,77.9439086914063,79.7029113769531
MEX,Mexico,98.0071334838867,97.1383209228516,97.897087097168,97.4008560180664,98.5977020263672,98.932731628418,99.1141586303711,97.9105682373047,98.9140396118164,98.1982116699219,99.2366943359375,99.0281524658203,99.1116333007813,99.1476974487305,99.1729278564453,99.0,99.5,100.0,99.5
MUS,Mauritius,99.0,99.2647247314453,99.4000015258789,99.1855163574219,99.1404113769531,99.0947647094727,99.0509872436523,99.0117416381836,98.9797210693359,98.957633972168,99.6900024414063,99.5999984741211,99.5686187744141,99.4805068969727,99.38037109375,99.3616104125977,99.4800109863281,99.6100006103516,99.448844909668
MRT,Mauritania,18.7461318969727,22.2000007629395,21.5032196044922,22.8727340698242,24.2393646240234,18.2000007629395,26.9734230041504,33.0405387878418,30.0,31.1152858734131,33.9595146179199,35.1663208007813,36.3621597290039,37.5360641479492,38.7999992370605,39.5,41.3216171264648,42.9000015258789,44.3121376037598
MHL,Marshall Islands,68.4779739379883,69.9643249511719,71.4430923461914,72.9166259765625,74.3872756958008,75.8573837280273,77.3293685913086,72.3000030517578,80.2896118164063,81.7832794189453,89.23388671875,89.9196090698242,90.5608062744141,91.1968536376953,91.8208770751953,92.5262756347656,93.3688278198242,94.2973480224609,95.9162902832031
MLT,Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MLI,Mali,9.59319972991943,10.8000001907349,13.0597648620605,14.7840194702148,16.5053882598877,18.2262191772461,16.6000003814697,21.6761512756348,23.4106063842773,24.0308952331543,26.9120502471924,28.6844539642334,25.6000003814697,32.285228729248,34.113338470459,37.5999984741211,38.7898216247559,34.7799987792969,50.9000015258789
MDV,Maldives,83.8000030517578,87.4862899780273,88.3574981689453,89.2234649658203,90.0865478515625,90.949089050293,91.8135070800781,92.6824493408203,93.5586242675781,99.9000015258789,99.1568603515625,99.2772521972656,99.3866729736328,99.4741668701172,100.0,99.7064743041992,100.0,99.8000030517578,100.0
MYS,Malaysia,99.1039733886719,99.1256713867188,99.1397857666016,99.1486587524414,99.154655456543,99.1601104736328,99.1674346923828,99.1792831420898,99.1983642578125,99.3000030517578,99.3740539550781,99.4654693603516,99.8000030517578,99.6044464111328,99.6509399414063,99.7788162231445,99.9000015258789,99.9524841308594,99.9922409057617
MWI,Malawi,4.80000019073486,5.13952016830444,5.53415966033936,6.19999980926514,6.90000009536743,6.69606304168701,3.65322732925415,7.4762921333313,7.87589836120605,8.28544425964355,8.69999980926514,7.59999990463257,7.40000009536743,9.0,11.8999996185303,10.8000001907349,11.0,12.6999998092651,18.0200004577637
MDG,Madagascar,12.7241897583008,14.8000001907349,14.0465755462646,20.2999992370605,15.3480186462402,15.9967613220215,16.6473751068115,17.30251121521,17.964879989624,17.3999996185303,12.3000001907349,14.3000001907349,18.7000007629395,12.8999996185303,22.2350730895996,23.0059337615967,22.8999996185303,24.1000003814697,36.5
MAC,"Macao SAR, China",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LUX,Luxembourg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LTU,Lithuania,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LIE,Liechtenstein,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LBY,Libya,99.8000030517578,97.1470565795898,95.4233703613281,93.6944427490234,91.9626388549805,90.2302856445313,88.4998168945313,86.7738647460938,85.0551376342773,83.3463592529297,81.6502227783203,79.9694519042969,78.3067474365234,76.6638717651367,75.0388031005859,73.4285736083984,71.8302230834961,70.2407684326172,67.0
LBR,Liberia,,,,,,,,3.0,1.27928960323334,1.89999997615814,5.16266441345215,4.09999990463257,9.10747241973877,9.80000019073486,9.39999961853027,15.161735534668,17.7000007629395,24.2000007629395,22.8791332244873
LSO,Lesotho,4.25875997543335,1.25226926803589,3.36165857315063,5.46581268310547,6.80000019073486,9.66781139373779,9.69999980926514,13.8775405883789,15.9918966293335,17.0,17.0,22.4054412841797,20.5599994659424,26.7660140991211,27.7999992370605,31.6773338317871,35.071590423584,33.7000007629395,47.0
